"purchase_date","product_category","sales"
2017-05-29,"fashion_shoes",369.6
2017-05-29,"fixed_telephony",26.77
2017-05-29,"food_drink",33.68
2017-05-29,"furniture_decor",1293.12
2017-05-29,"furniture_living_room",207.57
2017-05-29,"garden_tools",437.86
2017-05-29,"health_beauty",1058.34
2017-05-29,"home_appliances",89.17
2017-05-29,"home_comfort",725.99
2017-05-29,"housewares",1643.98
2017-05-29,"luggage_accessories",569.24
2017-05-29,"market_place",190.76
2017-05-29,"musical_instruments",740.76
2017-05-29,"office_furniture",351.16
2017-05-29,"perfumery",508.5
2017-05-29,"pet_shop",555.95
2017-05-29,"sports_leisure",1065.47
2017-05-29,"stationery",207.09
2017-05-29,"telephony",918.34
2017-05-29,"toys",725.02
2017-05-29,"watches_gifts",1067.67
2017-05-30,"audio",160.21
2017-05-30,"auto",436.26
2017-05-30,"baby",1247.7
2017-05-30,"bed_bath_table",730.63
2017-05-30,"computers_accessories",1957.61
2017-05-30,"construction_tools_construction",149.4
2017-05-30,"cool_stuff",712.12
2017-05-30,"electronics",134.98
2017-05-30,"fashion_bags_accessories",41.78
2017-05-30,"fashion_shoes",426.53
2017-05-30,"furniture_bedroom",170.29
2017-05-30,"furniture_decor",1818.9
2017-05-30,"garden_tools",85.37
2017-05-30,"health_beauty",1361.99
2017-05-30,"home_appliances",301.31
2017-05-30,"housewares",591.75
2017-05-30,"luggage_accessories",286.2
2017-05-30,"office_furniture",359.19
2017-05-30,"perfumery",161.63
2017-05-30,"pet_shop",464.39
2017-05-30,"small_appliances",720.09
2017-05-30,"sports_leisure",127.1
2017-05-30,"stationery",232.65
2017-05-30,"telephony",548.46
2017-05-30,"toys",3290.9
2017-05-30,"watches_gifts",562.33
2017-05-31,"air_conditioning",115.44
2017-05-31,"arts_and_craftmanship",84.49
2017-05-31,"auto",66.34
2017-05-31,"baby",143.77
2017-05-31,"bed_bath_table",1353.17
2017-05-31,"computers_accessories",2980.1
2017-05-31,"consoles_games",71.72
2017-05-31,"cool_stuff",1337.34
2017-05-31,"electronics",513.67
2017-05-31,"fashion_bags_accessories",177.66
2017-05-31,"fixed_telephony",40.77
2017-05-31,"furniture_decor",270.46
2017-05-31,"furniture_living_room",644.5
2017-05-31,"furniture_mattress_and_upholstery",103.36
2017-05-31,"garden_tools",354.21
2017-05-31,"health_beauty",6093.31
2017-05-31,"home_comfort",105.28
2017-05-31,"housewares",1270.28
2017-05-31,"luggage_accessories",626.81
2017-05-31,"market_place",319.17
2017-05-31,"musical_instruments",470.14
2017-05-31,"office_furniture",145.3
2017-05-31,"perfumery",906.96
2017-05-31,"pet_shop",62
2017-05-31,"signaling_and_security",633.88
2017-05-31,"small_appliances",919.06
2017-05-31,"sports_leisure",367.12
2017-05-31,"stationery",618.17
2017-05-31,"telephony",591.23
2017-05-31,"toys",528.95
2017-05-31,"watches_gifts",1985.44
2017-06-01,"auto",84.59
2017-06-01,"baby",679.69
2017-06-01,"bed_bath_table",1339.21
2017-06-01,"books_general_interest",32
2017-06-01,"cine_photo",112.91
2017-06-01,"computers_accessories",2850.45
2017-06-01,"cool_stuff",2210.57
2017-06-01,"electronics",438.07
2017-06-01,"fashion_bags_accessories",351.96
2017-06-01,"fashion_male_clothing",196.08
2017-06-01,"fixed_telephony",48.09
2017-06-01,"furniture_decor",625.69
2017-06-01,"garden_tools",966.43
2017-06-01,"health_beauty",1708.06
2017-06-01,"home_appliances",48
2017-06-01,"housewares",721.69
2017-06-01,"luggage_accessories",1535.78
2017-06-01,"market_place",204.25
2017-06-01,"office_furniture",165.65
2017-06-01,"perfumery",1115.12
2017-06-01,"pet_shop",388.99
2017-06-01,"small_appliances",147.25
2017-06-01,"sports_leisure",413.37
2017-06-01,"stationery",118.34
2017-06-01,"tablets_printing_image",108.44
2017-06-01,"telephony",507.11
2017-06-01,"toys",280.06
2017-06-01,"watches_gifts",3741.89
2017-06-02,"baby",30
2017-06-02,"bed_bath_table",1442.35
2017-06-02,"books_general_interest",265.03
2017-06-02,"books_technical",93.21
2017-06-02,"computers_accessories",1541.14
2017-06-02,"consoles_games",442.13
2017-06-02,"cool_stuff",4630.99
2017-06-02,"electronics",118.73
2017-06-02,"fashion_bags_accessories",402.47
2017-06-02,"fashion_shoes",365.37
2017-06-02,"fixed_telephony",40.77
2017-06-02,"furniture_decor",533.2
2017-06-02,"furniture_living_room",95.3
2017-06-02,"garden_tools",511.51
2017-06-02,"health_beauty",583.58
2017-06-02,"home_appliances",138.94
2017-06-02,"home_comfort",191.46
2017-06-02,"housewares",783.92
2017-06-02,"luggage_accessories",126.19
2017-06-02,"musical_instruments",83.61
2017-06-02,"office_furniture",794.66
2017-06-02,"perfumery",1308.06
2017-06-02,"pet_shop",248.28
2017-06-02,"small_appliances",178.99
2017-06-02,"sports_leisure",1897.88
2017-06-02,"stationery",184.11
2017-06-02,"tablets_printing_image",108.44
2017-06-02,"telephony",1001.53
2017-06-02,"toys",674.81
2017-06-02,"watches_gifts",2557.76
2017-06-03,"auto",256.6
2017-06-03,"baby",587.1
2017-06-03,"bed_bath_table",605.38
2017-06-03,"computers_accessories",939.59
2017-06-03,"cool_stuff",799.35
2017-06-03,"fashion_bags_accessories",311.92
2017-06-03,"fashion_shoes",529.05
2017-06-03,"furniture_decor",517.01
2017-06-03,"garden_tools",758.55
2017-06-03,"health_beauty",1580.72
2017-06-03,"home_comfort",92.19
2017-06-03,"home_construction",1315.9
2017-06-03,"housewares",1143.75
2017-06-03,"market_place",75.08
2017-06-03,"musical_instruments",84.6
2017-06-03,"perfumery",931.04
2017-06-03,"sports_leisure",503.36
2017-06-03,"tablets_printing_image",124.97
2017-06-03,"telephony",138.43
2017-06-03,"toys",1303.46
2017-06-03,"watches_gifts",248.4
2017-06-04,"auto",651.25
2017-06-04,"baby",157.9
2017-06-04,"bed_bath_table",932.07
2017-06-04,"computers_accessories",676.98
2017-06-04,"consoles_games",95.3
2017-06-04,"cool_stuff",873.46
2017-06-04,"dvds_blu_ray",35.69
2017-06-04,"electronics",23.78
2017-06-04,"fashion_bags_accessories",455.52
2017-06-04,"fashion_sport",102.03
2017-06-04,"furniture_decor",773.3
2017-06-04,"garden_tools",472.33
2017-06-04,"health_beauty",1440.42
2017-06-04,"home_appliances",257.3
2017-06-04,"housewares",657.5
2017-06-04,"industry_commerce_and_business",154.79
2017-06-04,"kitchen_dining_laundry_garden_furniture",95.78
2017-06-04,"luggage_accessories",152.06
2017-06-04,"perfumery",344.63
2017-06-04,"pet_shop",321.97
2017-06-04,"small_appliances",1792.77
2017-06-04,"sports_leisure",2865.58
2017-06-04,"stationery",127.92
2017-06-04,"telephony",69.71
2017-06-04,"toys",1000.04
2017-06-04,"watches_gifts",855.36
2017-06-05,"audio",82.78
2017-06-05,"auto",956.27
2017-06-05,"baby",1020.55
2017-06-05,"bed_bath_table",2522.4
2017-06-05,"computers_accessories",4085.65
2017-06-05,"consoles_games",532.55
2017-06-05,"construction_tools_construction",189.86
2017-06-05,"cool_stuff",3560.49
2017-06-05,"dvds_blu_ray",29.5
2017-06-05,"electronics",151.61
2017-06-05,"fashion_bags_accessories",125.42
2017-06-05,"fashion_sport",97.78
2017-06-05,"furniture_decor",1031.19
2017-06-05,"garden_tools",778.44
2017-06-05,"health_beauty",1621.27
2017-06-05,"home_appliances",202.76
2017-06-05,"home_comfort",642.65
2017-06-05,"housewares",1441.53
2017-06-05,"perfumery",1302.34
2017-06-05,"pet_shop",483.24
2017-06-05,"small_appliances",570.98
2017-06-05,"sports_leisure",1433.4
2017-06-05,"stationery",259.32
2017-06-05,"telephony",687.3
2017-06-05,"toys",1545.81
2017-06-05,"watches_gifts",1346.59
2017-06-06,"auto",1969.75
2017-06-06,"bed_bath_table",3654.67
2017-06-06,"books_general_interest",169.48
2017-06-06,"computers_accessories",933.08
2017-06-06,"cool_stuff",1955.2
2017-06-06,"electronics",19.77
2017-06-06,"fashion_bags_accessories",513.78
2017-06-06,"fashion_male_clothing",130
2017-06-06,"food_drink",27.68
2017-06-06,"furniture_bedroom",249.56
2017-06-06,"furniture_decor",840.24
2017-06-06,"furniture_living_room",379.73
2017-06-06,"garden_tools",584.95
2017-06-06,"health_beauty",1550.21
2017-06-06,"home_appliances",35.94
2017-06-06,"housewares",399.2
2017-06-06,"luggage_accessories",280.46
2017-06-06,"office_furniture",302.18
2017-06-06,"perfumery",173.4
2017-06-06,"pet_shop",75.23
2017-06-06,"small_appliances",249.83
2017-06-06,"sports_leisure",1366.05
2017-06-06,"stationery",64
2017-06-06,"telephony",162.07
2017-06-06,"toys",285.4
2017-06-06,"watches_gifts",1820.16
2017-06-07,"audio",286.64
2017-06-07,"auto",1270.78
2017-06-07,"baby",324.48
2017-06-07,"bed_bath_table",1113.5
2017-06-07,"books_general_interest",272.56
2017-06-07,"computers_accessories",635.79
2017-06-07,"consoles_games",535.97
2017-06-07,"cool_stuff",936.21
2017-06-07,"electronics",84.72
2017-06-07,"fashion_bags_accessories",227.06
2017-06-07,"fashion_shoes",85.34
2017-06-07,"fixed_telephony",258.19
2017-06-07,"furniture_decor",317.29
2017-06-07,"garden_tools",651.11
2017-06-07,"health_beauty",945.81
2017-06-07,"home_appliances",116.9
2017-06-07,"home_comfort",459.78
2017-06-07,"housewares",1648.21
2017-06-07,"kitchen_dining_laundry_garden_furniture",86.8
2017-06-07,"luggage_accessories",743.03
2017-06-07,"market_place",101.77
2017-06-07,"musical_instruments",437.09
2017-06-07,"office_furniture",334.59
2017-06-07,"perfumery",1245.68
2017-06-07,"pet_shop",513.45
2017-06-07,"sports_leisure",1867.92
2017-06-07,"telephony",257.21
2017-06-07,"toys",628.35
2017-06-07,"watches_gifts",107.11
2017-06-08,"arts_and_craftmanship",91.94
2017-06-08,"auto",916.3
2017-06-08,"bed_bath_table",1848.21
2017-06-08,"books_general_interest",157.59
2017-06-08,"computers_accessories",5147.55
2017-06-08,"consoles_games",180.1
2017-06-08,"cool_stuff",413.8
2017-06-08,"electronics",73
2017-06-08,"fashion_bags_accessories",352.17
2017-06-08,"fashion_childrens_clothes",118.96
2017-06-08,"furniture_decor",119.34
2017-06-08,"furniture_living_room",258.02
2017-06-08,"garden_tools",1189.82
2017-06-08,"health_beauty",6527.41
2017-06-08,"home_appliances",27.1
2017-06-08,"housewares",1059.64
2017-06-08,"luggage_accessories",564.16
2017-06-08,"market_place",153.98
2017-06-08,"musical_instruments",168.28
2017-06-08,"office_furniture",349.42
2017-06-08,"perfumery",2070.8
2017-06-08,"pet_shop",140.47
2017-06-08,"sports_leisure",1567.76
2017-06-08,"stationery",442.5
2017-06-08,"telephony",496.27
2017-06-08,"toys",1476.53
2017-06-08,"watches_gifts",743.69
2017-06-09,"air_conditioning",29
2017-06-09,"auto",386.3
2017-06-09,"baby",178.63
2017-06-09,"bed_bath_table",701.39
2017-06-09,"books_technical",95.32
2017-06-09,"computers_accessories",2383.89
2017-06-09,"cool_stuff",1265.99
2017-06-09,"electronics",70.29
2017-06-09,"fashion_bags_accessories",917.89
2017-06-09,"fashion_male_clothing",72.66
2017-06-09,"fashion_sport",230.7
2017-06-09,"fixed_telephony",416.36
2017-06-09,"furniture_decor",1666.67
2017-06-09,"furniture_living_room",447.48
2017-06-09,"garden_tools",2156.33
2017-06-09,"health_beauty",1089.88
2017-06-09,"housewares",167.72
2017-06-09,"musical_instruments",443.33
2017-06-09,"perfumery",1305.82
2017-06-09,"pet_shop",258.16
2017-06-09,"sports_leisure",2800.15
2017-06-09,"telephony",736.33
2017-06-09,"toys",289.96
2017-06-09,"watches_gifts",1408.16
2017-06-10,"air_conditioning",112.82
2017-06-10,"arts_and_craftmanship",95.53
2017-06-10,"auto",523.62
2017-06-10,"baby",21.72
2017-06-10,"bed_bath_table",569.89
2017-06-10,"computers_accessories",440.33
2017-06-10,"consoles_games",147.15
2017-06-10,"fashio_female_clothing",39
2017-06-10,"fashion_bags_accessories",74.14
2017-06-10,"fashion_shoes",85.34
2017-06-10,"furniture_decor",290.21
2017-06-10,"furniture_living_room",397.09
2017-06-10,"garden_tools",449.76
2017-06-10,"health_beauty",542.43
2017-06-10,"home_comfort",131.55
2017-06-10,"housewares",853.05
2017-06-10,"luggage_accessories",486.47
2017-06-10,"market_place",75.07
2017-06-10,"musical_instruments",443.33
2017-06-10,"perfumery",650.37
2017-06-10,"pet_shop",361.08
2017-06-10,"signaling_and_security",186.95
2017-06-10,"small_appliances",120.97
2017-06-10,"sports_leisure",582.64
2017-06-10,"stationery",379.23
2017-06-10,"tablets_printing_image",114.44
2017-06-10,"telephony",390.36
2017-06-10,"toys",887.31
2017-06-10,"watches_gifts",616.94
2017-06-11,"air_conditioning",671.25
2017-06-11,"auto",234.67
2017-06-11,"baby",574.1
2017-06-11,"bed_bath_table",1138.07
2017-06-11,"books_general_interest",152.09
2017-06-11,"computers_accessories",677.17
2017-06-11,"cool_stuff",1456.37
2017-06-11,"fashio_female_clothing",80.2
2017-06-11,"fashion_bags_accessories",307.69
2017-06-11,"fashion_shoes",45.69
2017-06-11,"food_drink",124.3
2017-06-11,"furniture_decor",428.41
2017-06-11,"garden_tools",569.06
2017-06-11,"health_beauty",990.47
2017-06-11,"home_appliances",178.84
2017-06-11,"home_comfort",717.69
2017-06-11,"housewares",1270.38
2017-06-11,"luggage_accessories",1204.04
2017-06-11,"market_place",39.68
2017-06-11,"music",344.32
2017-06-11,"office_furniture",139.55
2017-06-11,"perfumery",677.4
2017-06-11,"pet_shop",210.66
2017-06-11,"signaling_and_security",158.45
2017-06-11,"sports_leisure",955.17
2017-06-11,"stationery",105.28
2017-06-11,"tablets_printing_image",114.44
2017-06-11,"telephony",261.34
2017-06-11,"toys",1207.91
2017-06-11,"watches_gifts",2519.89
2017-06-12,"arts_and_craftmanship",97.88
2017-06-12,"audio",279.7
2017-06-12,"auto",361.58
2017-06-12,"baby",1922.69
2017-06-12,"bed_bath_table",2784.08
2017-06-12,"computers_accessories",2718.71
2017-06-12,"consoles_games",110
2017-06-12,"cool_stuff",1288.37
2017-06-12,"electronics",228.39
2017-06-12,"fashion_bags_accessories",661.76
2017-06-12,"fashion_male_clothing",127.14
2017-06-12,"furniture_decor",294.05
2017-06-12,"furniture_living_room",80.96
2017-06-12,"garden_tools",690.31
2017-06-12,"health_beauty",758.35
2017-06-12,"home_appliances",181.15
2017-06-12,"home_construction",74.97
2017-06-12,"housewares",1848.32
2017-06-12,"luggage_accessories",268.57
2017-06-12,"office_furniture",175.79
2017-06-12,"perfumery",1035.63
2017-06-12,"pet_shop",302.53
2017-06-12,"sports_leisure",250.52
2017-06-12,"stationery",52.78
2017-06-12,"telephony",965.41
2017-06-12,"toys",568
2017-06-12,"watches_gifts",1189.64
2017-06-13,"audio",391.7
2017-06-13,"auto",96.02
2017-06-13,"baby",487.2
2017-06-13,"bed_bath_table",948.56
2017-06-13,"computers_accessories",1357.72
2017-06-13,"construction_tools_construction",165.06
2017-06-13,"cool_stuff",1873.27
2017-06-13,"electronics",197.3
2017-06-13,"fashion_bags_accessories",56.78
2017-06-13,"fashion_male_clothing",127.29
2017-06-13,"fashion_sport",40.09
2017-06-13,"furniture_decor",1029.41
2017-06-13,"garden_tools",398.96
2017-06-13,"health_beauty",1766.05
2017-06-13,"home_appliances",42.11
2017-06-13,"housewares",765.9
2017-06-13,"luggage_accessories",782.89
2017-06-13,"market_place",104.91
2017-06-13,"office_furniture",231.98
2017-06-13,"perfumery",1489.7
2017-06-13,"pet_shop",273.16
2017-06-13,"sports_leisure",2019.47
2017-06-13,"stationery",352.79
2017-06-13,"tablets_printing_image",108.44
2017-06-13,"telephony",192.79
2017-06-13,"toys",472.7
2017-06-13,"watches_gifts",779.52
2017-06-14,"air_conditioning",38.47
2017-06-14,"audio",104.37
2017-06-14,"auto",4603.85
2017-06-14,"baby",618.25
2017-06-14,"bed_bath_table",3471.27
2017-06-14,"books_general_interest",141.09
2017-06-14,"computers_accessories",4033.26
2017-06-14,"consoles_games",59.89
2017-06-14,"construction_tools_construction",55.02
2017-06-14,"cool_stuff",1259.56
2017-06-14,"electronics",45
2017-06-14,"fashio_female_clothing",80.1
2017-06-14,"fashion_bags_accessories",1005.72
2017-06-14,"fashion_male_clothing",77.89
2017-06-14,"fashion_shoes",143.41
2017-06-14,"furniture_bedroom",102.12
2017-06-14,"furniture_decor",859.81
2017-06-14,"garden_tools",1725.71
2017-06-14,"health_beauty",706.33
2017-06-14,"home_appliances",269.1
2017-06-14,"home_comfort",179.13
2017-06-14,"housewares",617.58
2017-06-14,"luggage_accessories",229.67
2017-06-14,"office_furniture",543.48
2017-06-14,"perfumery",280.93
2017-06-14,"pet_shop",570.84
2017-06-14,"sports_leisure",2386.65
2017-06-14,"stationery",68.02
2017-06-14,"telephony",930.97
2017-06-14,"toys",722.84
2017-06-14,"watches_gifts",1385.68
2017-06-15,"audio",103.37
2017-06-15,"auto",1502.81
2017-06-15,"baby",87.71
2017-06-15,"bed_bath_table",3539.29
2017-06-15,"books_general_interest",127.92
2017-06-15,"computers_accessories",535.3
2017-06-15,"consoles_games",723.56
2017-06-15,"cool_stuff",788.93
2017-06-15,"fashion_bags_accessories",275.4
2017-06-15,"fashion_shoes",524.12
2017-06-15,"furniture_decor",371.36
2017-06-15,"furniture_living_room",140.08
2017-06-15,"garden_tools",687.01
2017-06-15,"health_beauty",321.9
2017-06-15,"home_appliances",204.67
2017-06-15,"housewares",657.59
2017-06-15,"musical_instruments",2084.24
2017-06-15,"perfumery",1045.57
2017-06-15,"pet_shop",32.09
2017-06-15,"small_appliances",338.6
2017-06-15,"sports_leisure",1253.27
2017-06-15,"stationery",94.3
2017-06-15,"telephony",307.32
2017-06-15,"toys",272.23
2017-06-15,"watches_gifts",308.96
2017-06-16,"auto",2243.01
2017-06-16,"baby",152.56
2017-06-16,"bed_bath_table",1558.9
2017-06-16,"books_imported",258.4
2017-06-16,"computers_accessories",1218.43
2017-06-16,"cool_stuff",1405.99
2017-06-16,"electronics",108.1
2017-06-16,"fashion_bags_accessories",261.14
2017-06-16,"fixed_telephony",207.61
2017-06-16,"food_drink",171.79
2017-06-16,"furniture_decor",168.07
2017-06-16,"garden_tools",802.94
2017-06-16,"health_beauty",760.43
2017-06-16,"home_appliances",302.91
2017-06-16,"home_comfort",107.78
2017-06-16,"housewares",267.84
2017-06-16,"luggage_accessories",195.55
2017-06-16,"market_place",127.92
2017-06-16,"office_furniture",175.79
2017-06-16,"perfumery",1071.74
2017-06-16,"pet_shop",102.79
2017-06-16,"small_appliances",116.34
2017-06-16,"sports_leisure",473.34
2017-06-16,"telephony",239.75
2017-06-16,"toys",1140.82
2017-06-16,"watches_gifts",1229.57
2017-06-17,"auto",2517.56
2017-06-17,"baby",134.08
2017-06-17,"bed_bath_table",951.95
2017-06-17,"computers_accessories",975.14
2017-06-17,"cool_stuff",335.87
2017-06-17,"electronics",64.1
2017-06-17,"fashion_bags_accessories",80.1
2017-06-17,"fashion_sport",81.89
2017-06-17,"furniture_decor",153.4
2017-06-17,"garden_tools",385.08
2017-06-17,"health_beauty",731.71
2017-06-17,"housewares",641.87
2017-06-17,"luggage_accessories",176.97
2017-06-17,"office_furniture",153.22
2017-06-17,"perfumery",1669.39
2017-06-17,"pet_shop",185.55
2017-06-17,"small_appliances",567.58
2017-06-17,"sports_leisure",1717.84
2017-06-17,"telephony",132.95
2017-06-17,"toys",327.44
2017-06-17,"watches_gifts",1147.21
2017-06-18,"auto",5014.06
2017-06-18,"baby",524.11
2017-06-18,"bed_bath_table",974.62
2017-06-18,"books_general_interest",156.35
2017-06-18,"computers_accessories",439.23
2017-06-18,"cool_stuff",554.72
2017-06-18,"dvds_blu_ray",89.02
2017-06-18,"electronics",37
2017-06-18,"fashion_bags_accessories",325.42
2017-06-18,"fashion_shoes",100
2017-06-18,"furniture_decor",358.16
2017-06-18,"garden_tools",344.54
2017-06-18,"health_beauty",269.45
2017-06-18,"home_appliances",99.33
2017-06-18,"housewares",1097.65
2017-06-18,"luggage_accessories",159.41
2017-06-18,"office_furniture",870.05
2017-06-18,"perfumery",963.9
2017-06-18,"small_appliances",2734.11
2017-06-18,"sports_leisure",876.31
2017-06-18,"stationery",331.55
2017-06-18,"telephony",188.62
2017-06-18,"toys",532.48
2017-06-18,"watches_gifts",808.73
2017-06-19,"air_conditioning",116.94
2017-06-19,"auto",2443.88
2017-06-19,"baby",113.19
2017-06-19,"bed_bath_table",2215.02
2017-06-19,"books_general_interest",426.68
2017-06-19,"computers_accessories",1460.29
2017-06-19,"consoles_games",1997.92
2017-06-19,"cool_stuff",1134.64
2017-06-19,"electronics",98.81
2017-06-19,"fashion_bags_accessories",273.84
2017-06-19,"fixed_telephony",34.09
2017-06-19,"furniture_decor",1423.37
2017-06-19,"garden_tools",652
2017-06-19,"health_beauty",1924.03
2017-06-19,"home_appliances",528.88
2017-06-19,"housewares",1519.58
2017-06-19,"luggage_accessories",249.15
2017-06-19,"music",97.71
2017-06-19,"musical_instruments",755.57
2017-06-19,"office_furniture",618.99
2017-06-19,"perfumery",2557.79
2017-06-19,"pet_shop",366.99
2017-06-19,"small_appliances",1938.74
2017-06-19,"sports_leisure",1042.66
2017-06-19,"stationery",285.12
2017-06-19,"telephony",216.07
2017-06-19,"toys",1053.24
2017-06-19,"watches_gifts",1252.08
2017-06-20,"air_conditioning",181.83
2017-06-20,"auto",591.34
2017-06-20,"baby",309.2
2017-06-20,"bed_bath_table",849.2
2017-06-20,"books_general_interest",159.12
2017-06-20,"computers_accessories",881.86
2017-06-20,"consoles_games",162.51
2017-06-20,"cool_stuff",1220.66
2017-06-20,"fashion_shoes",46.69
2017-06-20,"furniture_decor",9890.33
2017-06-20,"furniture_living_room",227.22
2017-06-20,"garden_tools",169.83
2017-06-20,"health_beauty",1688
2017-06-20,"home_appliances",278.35
2017-06-20,"housewares",1344.8
2017-06-20,"luggage_accessories",169.2
2017-06-20,"musical_instruments",410.03
2017-06-20,"perfumery",1171.91
2017-06-20,"sports_leisure",682.4
2017-06-20,"stationery",112.54
2017-06-20,"telephony",155.51
2017-06-20,"toys",182.49
2017-06-20,"watches_gifts",1006.87
2017-06-21,"auto",2199.62
2017-06-21,"baby",87.71
2017-06-21,"bed_bath_table",278.49
2017-06-21,"computers_accessories",759.55
2017-06-21,"cool_stuff",1416.97
2017-06-21,"fashion_bags_accessories",156.53
2017-06-21,"fashion_shoes",73.75
2017-06-21,"furniture_decor",18.19
2017-06-21,"garden_tools",552.73
2017-06-21,"health_beauty",278.03
2017-06-21,"housewares",593.82
2017-06-21,"luggage_accessories",122.6
2017-06-21,"musical_instruments",440.06
2017-06-21,"perfumery",75.4
2017-06-21,"sports_leisure",181.77
2017-06-22,"auto",91.78
2017-06-22,"baby",224.63
2017-06-22,"bed_bath_table",1040.6
2017-06-22,"books_general_interest",130.56
2017-06-22,"computers_accessories",1081.73
2017-06-22,"cool_stuff",873.13
2017-06-22,"electronics",268.94
2017-06-22,"fashion_bags_accessories",493.54
2017-06-22,"fashion_male_clothing",186.79
2017-06-22,"fashion_underwear_beach",19
2017-06-22,"furniture_decor",513.17
2017-06-22,"furniture_living_room",149.16
2017-06-22,"garden_tools",553.71
2017-06-22,"health_beauty",470.06
2017-06-22,"home_appliances",114.14
2017-06-22,"home_comfort",196.4
2017-06-22,"housewares",1261.74
2017-06-22,"industry_commerce_and_business",187.38
2017-06-22,"market_place",44
2017-06-22,"musical_instruments",81.63
2017-06-22,"office_furniture",229.92
2017-06-22,"perfumery",71.14
2017-06-22,"pet_shop",291.37
2017-06-22,"sports_leisure",611.29
2017-06-22,"telephony",130.92
2017-06-22,"toys",441.98
2017-06-22,"watches_gifts",719.35
2017-06-23,"auto",338.05
2017-06-23,"bed_bath_table",1434.03
2017-06-23,"computers_accessories",1860.02
2017-06-23,"cool_stuff",1141.24
2017-06-23,"costruction_tools_garden",52.68
2017-06-23,"electronics",119.38
2017-06-23,"furniture_decor",333.2
2017-06-23,"garden_tools",426.65
2017-06-23,"health_beauty",2294.33
2017-06-23,"housewares",1344.44
2017-06-23,"kitchen_dining_laundry_garden_furniture",292.42
2017-06-23,"market_place",170.36
2017-06-23,"musical_instruments",318.52
2017-06-23,"office_furniture",790.57
2017-06-23,"perfumery",493.02
2017-06-23,"pet_shop",528.41
2017-06-23,"sports_leisure",1559.33
2017-06-23,"stationery",161.93
2017-06-23,"telephony",113.18
2017-06-23,"toys",798.88
2017-06-23,"watches_gifts",1272.83
2017-06-24,"auto",131.95
2017-06-24,"baby",208.96
2017-06-24,"bed_bath_table",1716.17
2017-06-24,"computers_accessories",176.31
2017-06-24,"cool_stuff",984.95
2017-06-24,"fashion_bags_accessories",191.67
2017-06-24,"fashion_shoes",89.57
2017-06-24,"furniture_decor",270.39
2017-06-24,"garden_tools",126.92
2017-06-24,"health_beauty",540.31
2017-06-24,"home_appliances",367.85
2017-06-24,"home_comfort",204.06
2017-06-24,"housewares",785.36
2017-06-24,"office_furniture",1397.21
2017-06-24,"small_appliances",126.59
2017-06-24,"sports_leisure",1665.56
2017-06-24,"stationery",147.92
2017-06-24,"telephony",170.68
2017-06-24,"toys",190.76
2017-06-24,"watches_gifts",441.79
2017-06-25,"air_conditioning",195.02
2017-06-25,"arts_and_craftmanship",346.44
2017-06-25,"audio",96.88
2017-06-25,"auto",48.73
2017-06-25,"baby",492.29
2017-06-25,"bed_bath_table",1112.82
2017-06-25,"christmas_supplies",341.89
2017-06-25,"computers_accessories",650.36
2017-06-25,"consoles_games",411.31
2017-06-25,"cool_stuff",3804.75
2017-06-25,"electronics",30
2017-06-25,"fashion_bags_accessories",169.19
2017-06-25,"furniture_decor",1774.98
2017-06-25,"furniture_living_room",67.87
2017-06-25,"garden_tools",35
2017-06-25,"health_beauty",2088.97
2017-06-25,"home_appliances",297.79
2017-06-25,"home_comfort",295.72
2017-06-25,"housewares",1057.66
2017-06-25,"luggage_accessories",907.04
2017-06-25,"musical_instruments",91.96
2017-06-25,"office_furniture",324.54
2017-06-25,"perfumery",424.98
2017-06-25,"pet_shop",273.22
2017-06-25,"small_appliances",479.17
2017-06-25,"sports_leisure",2441.04
2017-06-25,"stationery",116.94
2017-06-25,"telephony",155.07
2017-06-25,"toys",527.38
2017-06-25,"watches_gifts",1625.18
2017-06-26,"agro_industry_and_commerce",1422.05
2017-06-26,"auto",37.78
2017-06-26,"baby",188.5
2017-06-26,"bed_bath_table",561.72
2017-06-26,"computers_accessories",5466.57
2017-06-26,"cool_stuff",933.55
2017-06-26,"fashion_shoes",88
2017-06-26,"furniture_decor",424.21
2017-06-26,"garden_tools",1911.13
2017-06-26,"health_beauty",522.53
2017-06-26,"home_construction",624.79
2017-06-26,"housewares",433.27
2017-06-26,"luggage_accessories",85.14
2017-06-26,"office_furniture",475.35
2017-06-26,"perfumery",1228.72
2017-06-26,"pet_shop",501.17
2017-06-26,"small_appliances",64.18
2017-06-26,"sports_leisure",740.5
2017-06-26,"stationery",217.2
2017-06-26,"telephony",56.69
2017-06-26,"toys",438.27
2017-06-26,"watches_gifts",296.7
2017-06-27,"audio",96.88
2017-06-27,"auto",1414.51
2017-06-27,"baby",238.88
2017-06-27,"bed_bath_table",2474.61
2017-06-27,"computers_accessories",2661.13
2017-06-27,"consoles_games",508.92
2017-06-27,"cool_stuff",1055.75
2017-06-27,"electronics",158.75
2017-06-27,"fashion_bags_accessories",305.51
2017-06-27,"fashion_shoes",50
2017-06-27,"furniture_decor",832.65
2017-06-27,"garden_tools",181.18
2017-06-27,"health_beauty",1073.27
2017-06-27,"home_appliances",371.45
2017-06-27,"home_construction",125.52
2017-06-27,"housewares",2652.9
2017-06-27,"luggage_accessories",884.6
2017-06-27,"market_place",118.76
2017-06-27,"music",350.54
2017-06-27,"office_furniture",216.63
2017-06-27,"perfumery",1564.9
